,k,B,Q
0,0.001227184630308513,-419743.02297635266,-14788.712756998857
1,0.0012297643796647952,-372136.78868364694,-15796.356523378445
2,0.0012323495520899276,-372136.78868364694,-15796.356523378445
3,0.0012349401589841161,-372136.78868364694,-15796.356523378445
4,0.0012375362117715326,-372136.78868364694,-15796.356523378445
5,0.0012401377219003645,-372136.78868364694,-15796.356523378445
6,0.001242744700842865,-372136.78868364694,-15796.356523378445
7,0.001245357160095404,-372136.78868364694,-15796.356523378445
8,0.001247975111178519,-372136.78868364694,-15796.356523378445
9,0.0012505985656369653,-372136.78868364694,-15796.356523378445
10,0.0012532275350397677,-372136.78868364694,-15796.356523378445
11,0.00125586203098027,-372136.78868364694,-15796.356523378445
12,0.0012585020650761882,-310084.3037387534,-14871.040940612034
13,0.0012611476489696606,-310084.3037387534,-14871.040940612034
14,0.0012637987943272986,-310084.3037387534,-14871.040940612034
15,0.0012664555128402391,-310084.3037387534,-14871.040940612034
16,0.0012691178162241962,-310084.3037387534,-14871.040940612034
17,0.0012717857162195118,-310084.3037387534,-14871.040940612034
18,0.0012744592245912082,-310084.3037387534,-14871.040940612034
19,0.0012771383531290398,-310084.3037387534,-14871.040940612034
20,0.0012798231136475452,-310084.3037387534,-14871.040940612034
21,0.0012825135179860986,-310084.3037387534,-14871.040940612034
22,0.0012852095780089632,-310084.3037387534,-14871.040940612034
23,0.0012879113056053426,-310084.3037387534,-14871.040940612034
24,0.0012906187126894334,-310084.3037387534,-14871.040940612034
25,0.0012933318112004783,-310084.3037387534,-14871.040940612034
26,0.0012960506131028176,-310084.3037387534,-14871.040940612034
27,0.0012987751303859436,-310084.3037387534,-14871.040940612034
28,0.0013015053750645516,-310084.3037387534,-14871.040940612034
29,0.0013042413591785942,-310084.3037387534,-14871.040940612034
30,0.0013069830947933343,-310084.3037387534,-14871.040940612034
31,0.0013097305939993975,-310084.3037387534,-14871.040940612034
32,0.0013124838689128262,-310084.3037387534,-14871.040940612034
33,0.001315242931675133,-310084.3037387534,-14871.040940612034
34,0.0013180077944533537,-310084.3037387534,-14871.040940612034
35,0.0013207784694401013,-310084.3037387534,-14871.040940612034
36,0.0013235549688536195,-310084.3037387534,-14871.040940612034
37,0.0013263373049378375,-310084.3037387534,-14871.040940612034
38,0.0013291254899624226,-310084.3037387534,-14871.040940612034
39,0.0013319195362228354,-310084.3037387534,-14871.040940612034
40,0.0013347194560403837,-310084.3037387534,-14871.040940612034
41,0.0013375252617622763,-310084.3037387534,-14871.040940612034
42,0.0013403369657616784,-310084.3037387534,-14871.040940612034
43,0.0013431545804377656,-310084.3037387534,-14871.040940612034
44,0.0013459781182157782,-310084.3037387534,-14871.040940612034
45,0.0013488075915470772,-310084.3037387534,-14871.040940612034
46,0.0013516430129091978,-310084.3037387534,-14871.040940612034
47,0.0013544843948059056,-310084.3037387534,-14871.040940612034
48,0.001357331749767251,-310084.3037387534,-14871.040940612034
49,0.0013601850903496246,-310084.3037387534,-14871.040940612034
50,0.0013630444291358125,-310084.3037387534,-14871.040940612034
51,0.0013659097787350526,-310084.3037387534,-14871.040940612034
52,0.0013687811517830888,-310084.3037387534,-14871.040940612034
53,0.001371658560942228,-310084.3037387534,-14871.040940612034
54,0.0013745420189013949,-310084.3037387534,-14871.040940612034
55,0.001377431538376189,-310084.3037387534,-14871.040940612034
